,GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,latitude,longitude,Plant age (years),total_capacity,Lat,Lon,geometry
133,P100000120336,Baosteel Desheng Stainless Steel Co Ltd,宝钢德盛不锈钢有限公司,"Fujian Desheng Nickel Industry Co., Ltd.",福建德盛镍业有限公司,Baosteel Desheng Stainless Steel Co Ltd,宝钢德盛不锈钢有限公司,E100000127278,unknown,,China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],E100001000472 [70.0%]; E100000127616 [30.0%],5000039946 [70.0%]; unknown [30.0%],"Jingang Industrial Zone, Luoyuanwan Development Zone, Luoyuan County，Fuzhou City，Fujian Province",福建省福州市罗源县罗源湾开发区金港工业区,Fuzhou,Fujian,China,Asia Pacific,"26.4874700, 119.6544610",exact,https://www.gem.wiki/Baosteel_Desheng_Stainless_Steel_Co_Ltd,15,unknown,unknown,2011,unknown,unknown,unknown,,2960.0,,,finished rolled,unknown,unknown,2155,2025-07-31 00:00:00,2023-04-27 00:00:00,no,BF; BOF,27.54MW Photovoltaic Power Station,unknown,unknown,26.48747,119.654461,15.0,2960.0,26.4874700,119.6544610,POINT (119.654461 26.48747)
136,P100000120085,Baosteel Zhanjiang Iron and Steel Co Ltd,宝钢湛江钢铁有限公司,,,Baosteel Zhanjiang Iron & Steel Co Ltd,宝钢湛江钢铁有限公司,E100000121815,unknown,Partial,Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%],E100000122571 [90.0%]; E100000000194 [10.0%],4295864974 [90.0%]; 5000609284 [10.0%],"No. 18 Dongdao Avenue, Dongjian Street, Zhanjiang Economic and Technological Development Zone, Zhanjiang City, Guangdong Province",湛江经济技术开发区东简街道办岛东大道18号,Zhanjiang,Guangdong,China,Asia Pacific,"21.0560350, 110.4865700",exact,https://www.gem.wiki/Baosteel_Zhanjiang_Iron_and_Steel_Co_Ltd,15,unknown,unknown,2011,unknown,unknown,unknown,,14488.0,4018.0,,finished rolled,"sheet, plate",unknown,4956,2024-01-16 00:00:00,2024-12-16 00:00:00,no,BF; BOF; DRI; EAF,Photovoltaic Power Generation,"Australia, Brazil",unknown,21.056035,110.48657,15.0,18506.0,21.0560350,110.4865700,POINT (110.48657 21.056035)
147,P100000121253,BER-PIG Iron and Steel Company Redcliff plant,,BPISC,,Berhard Development Corporation (Private) Ltd,,E100002003150,unknown,,Berhard Development Corporation (Private) Ltd [100.0%],E100002003150 [100.0%],unknown [100.0%],"Redcliff, Midlands, Zimbabwe",,Redcliff,Midlands,Zimbabwe,Africa,"-19.0551020, 29.7824240",approximate,https://www.gem.wiki/BER-PIG_Iron_and_Steel_Company_Redcliff_plant,1.55,2024,2024,2024-08-01 00:00:00,unknown,unknown,unknown,,1200.0,,,crude,pig iron,unknown,1000,unknown,unknown,no,BF,unknown,Buchwa Mining Company & Ziscosteel,unknown,-19.055102,29.782424,1.55,1200.0,-19.0551020,29.7824240,POINT (29.782424 -19.055102)
155,P100000120512,BMM Ispat Danapur steel plant,,BMMIL,,BMM Ispat Ltd,,E100001000460,5035158229,,JSW Projects Ltd [58.5%]; natural person(s) [41.5%],E100001011472 [58.5%]; E100000123261 [41.5%],5035158115 [58.5%]; unknown [41.5%],"#114, Danapur Village, Hospete Taluk, Ballari District, Danapura – 583222, Karnataka, India",,Danapura,Karnataka,India,Asia Pacific,"15.1697200, 76.3797100",exact,https://www.gem.wiki/BMM_Ispat_Danapur_steel_plant,20,unknown,unknown,2006,unknown,unknown,unknown,,2500.0,800.0,2400.0,semi-finished,"bar, rebar, flat",building and infrastructure,300,2024-03-14 00:00:00,unknown,no,BF; BOF; DRI; EAF; IF,"Danapuram BMM power station; captive power plants totaling 235 MW (Captive Power Plant 1 95 MW, Captive Power Plant 2 140 MW).","Ballari, Hosapete, Sandur regions of Karnataka","Mozambique, Australia, and Canada",15.16972,76.37971,20.0,5700.0,15.1697200,76.3797100,POINT (76.37971 15.16972)
162,P100000120592,Butia Iranian Steel Kerman plant,مجتمع فولاد بوتیای ایرانیان,"BISCO, Butia Iranian Steel Complex",شرکت فولاد بوتیای ایرانیان,Butia Iranian Steel Co,,E100000131107,unknown,,Mabna Khavar Miyaneh Co; Pars Aryan Investment Co; Pasargad Arzesh Afarinan Co; Rahbord Sarmaye Iranian Co; small shareholder(s); Tejarat Pishegan Mihan Negar Pars Co,E100002020859; E100001015720; E100001015719; E100002020860; E100001015587; E100002020861,unknown; 5086606640; 5039187251; unknown; unknown; unknown,"Chatroud, Kerman Province, Iran",,Chatroud,Kerman,Iran,Middle East,"30.4912000, 56.8214000",exact,https://www.gem.wiki/Butia_Iranian_Steel_Kerman_plant,15,unknown,unknown,2011,unknown,unknown,unknown,,,,2500.0,"semi-finished, finished rolled","ingot, rail, pipe, bloom, billet, blanks, beam",unknown,700,2021,yes,no,DRI; EAF,"450 MW combined cycle power plant (L100000407801), 400 mw solar power plant (under construction)",Kazem Abad dolomite mine,,30.4912,56.8214,15.0,2500.0,30.4912000,56.8214000,POINT (56.8214 30.4912)
166,P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,沧州中铁装备制造材料有限公司,,,Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,沧州中铁装备制造材料有限公司,E100000126465,unknown,,China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],E100000130609 [49.0%]; E100000130610 [25.0%]; E100000128544 [15.6%]; E100000128537 [9.4%]; E100000132388 [1.0%],unknown [49.0%]; unknown [25.0%]; unknown [15.6%]; unknown [9.4%]; unknown [1.0%],"Industrial Zone, Huanghua Port Development Zone, Cangzhou City, Hebei Province",河北省黄骅港开发区工业区,Huanghua,Hebei,China,Asia Pacific,"38.2892210, 117.8143670",exact,https://www.gem.wiki/Cangzhou_China_Railway_Equipment_Manufacture_Material_Co_Ltd,20,unknown,unknown,2006,unknown,unknown,unknown,,5775.0,988.0,,finished rolled,"coil, hot rolled","tools and machinery, transport",10100,2025-07-29 00:00:00,2024-09-10 00:00:00,no,BF; BOF,Living Area 3MW Distributed Photovoltaic Power Generation Project,unknown,unknown,38.289221,117.814367,20.0,6763.0,38.2892210,117.8143670,POINT (117.814367 38.289221)
168,P100000120066,CAP Acero Huachipato steel plant,Planta siderúrgica Huachipato,,,Compania Siderurgica Huachipato SA,,E100000130911,5000030020,,CAP SA [100.0%],E100001000728 [100.0%],4295863321 [100.0%],"Av. Gran Bretaña 2910, Huachipato, Talcahuano, Chile",,Talcahuano,Concepción,Chile,Central & South America,"-36.7464210, -73.1291710",exact,https://www.gem.wiki/CAP_Acero_Huachipato_steel_plant,74.71,unknown,unknown,1950,unknown,2024-09-16 00:00:00,2024-09-16 00:00:00,,,500.0,,finished rolled,"rod, wire rod, rebar, special","automotive, building and infrastructure, tools and machinery",1193,2024-01-18 00:00:00,2024-07-15 00:00:00,no,BF; BOF,unknown,"El Romeral iron mine, other iron mines owned by CAP Minería",unknown,-36.746421,-73.129171,74.71,500.0,-36.7464210,-73.1291710,POINT (-73.129171 -36.746421)
181,P100000121225,Chadormalu Mining and Industrial Company Yazd steel plant,مجتمع فولاد چادرملو,Chadormalu Steel Plant Ardakan,شرکت معدنی و صنعتی چادرملو,Chadormalu Mining & Industrial Co,"رکت معدنی و صنعتی چادرملو‎,",E100001012537,5062273215,Partial,Chadormalu Mining & Industrial Co [100.0%],E100001012537 [100.0%],5062273215 [100.0%],"Ardakan, Yazd Province, Iran",,Ardakan,Yazd,Iran,Middle East,"32.3873280, 53.7477060",exact,https://www.gem.wiki/Chadormalu_Mining_and_Industrial_Company_Yazd_steel_plant,9,unknown,unknown,2017,unknown,unknown,unknown,,,,4000.0,semi-finished,"billet, pellets, sinter",unknown,unknown,unknown,unknown,no,DRI; EAF,unknown,Captive Chadormalu mines/CMIC Chadormalu Mine (P100000128563),,32.387328,53.747706,9.0,4000.0,32.3873280,53.7477060,POINT (53.747706 32.387328)
190,P100000120123,Chengde Jianlong Special Steel Co Ltd,承德建龙特殊钢有限公司,"Chengde Jianlong Iron and Steel Co., Ltd., Chengde Jianlong Iron and Steel Cement Co., Ltd.","承德建龙钢铁有限公司, 承德建龙钢铁水泥有限责任公司",Chengde Jianlong SPECIAL Steel Co Ltd,承德建龙特殊钢有限公司,E100000126323,unknown,,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],unknown [90.2%]; unknown [9.8%],"Pinganbao Town, Xinglong County, Chengde City, Hebei Province",河北省承德市兴隆县平安堡镇／鹰手营子矿区北马圈子镇,Chengde,Hebei,China,Asia Pacific,"40.5150350, 117.5960710",exact,https://www.gem.wiki/Chengde_Jianlong_Special_Steel_Co_Ltd,25,unknown,unknown,2001,unknown,unknown,unknown,,1232.0,,573.0,finished rolled,pipe,"automotive, energy, tools and machinery, transport",3834,2022-07-19 00:00:00,2023-08-21 00:00:00,no,BF; BOF,unknown,unknown,unknown,40.515035,117.596071,25.0,1805.0,40.5150350,117.5960710,POINT (117.596071 40.515035)
192,P100000120153,Chengde Zhaofeng Steel Group Co Ltd,承德兆丰钢铁集团有限公司,,,Chengde Zhaofeng Steel Group Co Ltd,承德兆丰钢铁集团有限公司,E100000126962,unknown,,Chengde Zhaofeng Steel Group Co Ltd [100.0%],E100000126962 [100.0%],unknown [100.0%],"Provincial Highway 358, Kuancheng Manchu Autonomous County, Chengde City, Hebei Province",河北省承德市宽城满族自治县板城镇岔沟村2号,Chengde,Hebei,China,Asia Pacific,"40.5938750, 118.6333340",exact,https://www.gem.wiki/Chengde_Zhaofeng_Steel_Group_Co_Ltd,19,unknown,unknown,2001,unknown,unknown,2020,,,,10000.0,"crude, semi-finished, finished rolled","billet, strip",unknown,171,unknown,unknown,no,BF; BOF,unknown,unknown,unknown,40.593875,118.633334,19.0,10000.0,40.5938750,118.6333340,POINT (118.633334 40.593875)
194,P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,威远钢铁有限公司,"Weiyuan Iron and Steel Co., Ltd.",成渝钒钛科技有限公司,Chengyu Vanadium & Titanium Technology Co Ltd,成渝钒钛科技有限公司,E100000127197,unknown,,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],unknown [45.2%]; unknown [14.0%]; unknown [11.7%]; unknown [9.5%]; unknown [8.6%]; unknown [6.0%]; unknown [5.0%],Jiefang Street,四川省内江市威远县连界镇解放街,Lianjie,Sichuan,China,Asia Pacific,"29.7321430, 104.5043390",exact,https://www.gem.wiki/Chengyu_Vanadium_and_Titanium_Technology_Co_Ltd,19.46,unknown,unknown,2006-09-04 00:00:00,unknown,unknown,unknown,,,1100.0,,finished rolled,"wire rod, bar",tools and machinery,5350,2024-08-30 00:00:00,unknown,no,BF; BOF; EAF,unknown,unknown,unknown,29.732143,104.504339,19.46,1100.0,29.7321430,104.5043390,POINT (104.504339 29.732143)
200,P100000120286,Chongli Steel Manufacturing Co Ltd,崇利制钢有限公司,,,Chongli Steel Manufacturing Co Ltd,崇利制钢有限公司,E100000126996,unknown,,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],unknown [59.2%]; unknown [40.8%],"Jingdian Town, She County, Handan City, Hebei Province",河北省邯郸市涉县井店镇,Handan,Hebei,China,Asia Pacific,"36.6024680, 113.7557440",exact,https://www.gem.wiki/Chongli_Steel_Manufacturing_Co_Ltd,14,unknown,unknown,2003,unknown,unknown,2017,,800.0,,,"semi-finished, finished rolled","billet, rounds, rebar",unknown,2711,yes,yes,no,BF; BOF,unknown,unknown,unknown,36.602468,113.755744,14.0,800.0,36.6024680,113.7557440,POINT (113.755744 36.602468)
208,P100000120923,Cleveland-Cliffs Burns Harbor steel plant,,"Burns Harbor, ArcelorMittal Burns Harbor steel plant (predecessor), ArcelorMittal - Bethlehem Steel",,Cleveland-Cliffs Inc,,E100001000649,4295903753,,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],4295903753 [100.0%],"250 W. U.S. Highway 12, Burns Harbor, IN 46304-9745, United States",,Burns Harbor,Indiana,United States,North America,"41.6312210, -87.1438460",exact,https://www.gem.wiki/Cleveland-Cliffs_Burns_Harbor_steel_plant,62,unknown,unknown,1964,unknown,unknown,unknown,,2800.0,1877.0,,finished rolled,"sheet, hot rolled, cold rolled, coated, slab","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",4039,2022,unknown,no,BF; BOF,unknown,unknown,unknown,41.631221,-87.143846,62.0,4677.0,41.6312210,-87.1438460,POINT (-87.143846 41.631221)
213,P100000120926,Cleveland-Cliffs Indiana Harbor steel plant,,"Indiana Harbor, ArcelorMittal Indiana Harbor steel plant (predecessor), ArcelorMittal East Chicago, Inland Steel (predecessor), LTV Steel (predecessor)",,Cleveland-Cliffs Inc,,E100001000649,4295903753,,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],4295903753 [100.0%],"3210 Watling St., East Chicago, IN 46312, United States",,East Chicago,Indiana,United States,North America,"41.6695530, -87.4384290",exact,https://www.gem.wiki/Cleveland-Cliffs_Indiana_Harbor_steel_plant,125,unknown,unknown,1901,unknown,unknown,unknown,,2300.0,,,finished rolled,pipe,"automotive, energy, tools and machinery",3431,2023,unknown,no,BF; BOF; EAF,unknown,unknown,unknown,41.669553,-87.438429,125.0,2300.0,41.6695530,-87.4384290,POINT (-87.438429 41.669553)
214,P100000120061,Cleveland-Cliffs Lake Erie steel plant,,"Stelco Lake Erie, Lake Erie Works, US Steel Canada (predecessor)",,Cleveland-Cliffs Inc,,E100001000649,4295903753,,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],4295903753 [100.0%],"2330 Regional Road #3, Nanticoke, Ontario, N0A 1L0, Canada",,Nanticoke,Ontario,Canada,North America,"42.8054480, -80.0953130",exact,https://www.gem.wiki/Cleveland-Cliffs_Lake_Erie_steel_plant,46,unknown,unknown,1980,unknown,unknown,unknown,,,650.0,,finished rolled,"cold rolled, tube, coated, hot rolled","automotive, building and infrastructure, energy",1250,2023-02-14 00:00:00,unknown,no,BF; BOF,hydroelectric grid centred around Niagara Falls at the Sir Adam Beck Hydroelectric Power Stations; 64W cogeneration waste heat recovery plant on site,unknown,unknown,42.805448,-80.095313,46.0,650.0,42.8054480,-80.0953130,POINT (-80.095313 42.805448)
232,P100001045282,Crest Steel and Power Mangatta steel plant,,,,Crest Steel and Power Pvt Ltd,,E100002007975,4298478658,,Atha Group [47.5%]; Ghanashyam Misra & Sons Pvt Ltd [47.5%],E100000134289 [47.5%]; E100002000372 [47.5%],5064283827 [47.5%]; 5064636420 [47.5%],Joratarai Village,,Mangatta,Chhattisgarh,India,Asia Pacific,"21.1903130, 81.1992200",exact,https://www.gem.wiki/Crest_Steel_and_Power_Mangatta_steel_plant,21.13,unknown,unknown,2005-01-01 00:00:00,unknown,unknown,unknown,,,,1400.0,finished rolled,"bar, coil, rounds, wire rod",unknown,2500,unknown,unknown,no,DRI; IF; BF; EAF,16 MW CPP (8 MW WHRB-based; 8 MW FBC); 3 x 100KW Solar Power,unknown,SECL Mines,21.190313,81.19922,21.13,1400.0,21.1903130,81.1992200,POINT (81.19922 21.190313)
234,P100000120039,CSN Volta Redonda steel plant,Usina siderúrgica CSN Presidente Vargas,Presidente Vargas Steelworks,,Companhia Siderúrgica Nacional SA,,E100001000652,4297320527,,Companhia Siderúrgica Nacional SA [100.0%],E100001000652 [100.0%],4297320527 [100.0%],"Highway BR393, Lucio Meira Km 5001, Vila Santa Cecilia, Volta Redonda , Rio de Janiero, Brazil",,Volta Redonda,Rio de Janeiro,Brazil,Central & South America,"-22.5126310, -44.1128700",exact,https://www.gem.wiki/CSN_Volta_Redonda_steel_plant,80,unknown,unknown,1946,unknown,unknown,unknown,,6930.0,1680.0,,"semi-finished, finished rolled","shapes, galvanized, wire rod, rebar, cold rolled, hot rolled, slab","automotive, building and infrastructure, steel packaging, tools and machinery",15518,2023-12-17 00:00:00,unknown,no,BF; BOF; EAF,CSN owns two hydroelectric plants (Ita and Igarapava) and a thermoelectric plant in Volta Redondo,"Casa de Pedra mine, Congonhas, Brazil",unknown,-22.512631,-44.11287,80.0,8610.0,-22.5126310,-44.1128700,POINT (-44.11287 -22.512631)
243,P100000120202,Danyang Longjiang Steel Co Ltd,丹阳龙江钢铁有限公司,,,Danyang Longjiang Steel Co Ltd,丹阳龙江钢铁有限公司,E100000127247,unknown,,Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],E100000130432 [67.2%]; E100000123261 [32.8%],unknown [67.2%]; unknown [32.8%],No. 111 Xingang Road,江苏省丹阳市开发区新港路111号,unknown,Jiangsu,China,Asia Pacific,"32.0277910, 119.5770600",exact,https://www.gem.wiki/Danyang_Longjiang_Steel_Co_Ltd,22.59,unknown,unknown,2003-07-18 00:00:00,unknown,unknown,unknown,,2300.0,,,"semi-finished, finished rolled","pipe, billet, profile, bar","building and infrastructure, tools and machinery, transport",671,2024-06-07 00:00:00,2024-12-05 00:00:00,no,BF; BOF,unknown,unknown,unknown,32.027791,119.57706,22.59,2300.0,32.0277910,119.5770600,POINT (119.57706 32.027791)
244,P100000120376,Daye Huaxin Industrial Co Ltd,大冶华鑫实业有限公司,,,Daye Huaxin Industrial Co Ltd,大冶华鑫实业有限公司,E100000126198,unknown,,natural person(s) [56.3%]; Hubei Xinxin Steel Group Co Ltd [21.1%]; Jin Jun'an Investment Group Co Ltd [18.9%]; unknown [3.7%],E100000123261 [56.3%]; E100000127570 [21.1%]; E100000127571 [18.9%]; E100000132388 [3.7%],unknown [56.3%]; unknown [21.1%]; unknown [18.9%]; unknown [3.7%],"Majiao Village, Jinhu Street, Daye City, Huangshi City, Hubei Province",湖北省大冶市金湖街马叫村,Huangshi,Hubei,China,Asia Pacific,"30.0702190, 114.9262510",exact,https://www.gem.wiki/Daye_Huaxin_Industrial_Co_Ltd,23,unknown,unknown,2003,unknown,unknown,unknown,,1320.0,,1000.0,finished rolled,bar,building and infrastructure,2407,2023-06-15 00:00:00,2025-04-24 00:00:00,no,BF; BOF,unknown,unknown,unknown,30.070219,114.926251,23.0,2320.0,30.0702190,114.9262510,POINT (114.926251 30.070219)
247,P100000120911,DCH Dnipro Metallurgical Plant,ДМЗ,"DCH Steel, Dnipro Metallurgy Plant, DMZP, Dneprovsk (Petrovsky) Steel, DMZ, Dniprovsky Metallurgical Plant, PJSC, Dniprovsky Metalurgiiny Zavod, PRAT","Днепровский МЗ, Днепровский метзавод, Дніпровський МЗ (Ukranian), Днепропетровский металлургический завод им. Петровского (Russian, predecessor), Дніпровський металургійний завод, Дніпровський металургійний завод DCH Steel",Dnipro Metallurgical Plant PJSC,Дніпровський металургійний завод,E100001012227,unknown,,small shareholder(s) [2.3%]; Drampisco Limited,E100001015587 [2.3%]; E100001016128,unknown [2.3%]; 5062285986,"Bud. 3, Vul. Mayakovskogo, Dnipro, Dnipropetrovsk oblast, Ukraine, 49064",,Dnipro,Dnipropetrovsk,Ukraine,Europe,"48.4807900, 34.9780970",exact,https://www.gem.wiki/DCH_Dnipro_Metallurgical_Plant,139,unknown,unknown,1887,unknown,2022,unknown,,,1040.0,,"semi-finished, finished rolled","billet, rail, angle, channel",transport,2910,expired,unknown,no,EAF; BF; BOF,unknown,unknown,unknown,48.48079,34.978097,139.0,1040.0,48.4807900,34.9780970,POINT (34.978097 48.48079)
